year,LDGV,HDDV,SDUST,BURN,CFPP,AMSULF,AMBSULF,AMNITR,SOC,SS,Other
2002,0.29975433550829,0.141562537223594,0.29356416069842,2.08762656152989,0.0182046434384246,2.36666100721044,2.67950518566819,1.10302544595476,1.4724246722195,0.438976691295292,0.967899605068665
2003,0.285717469549328,0.153260095625462,0.281232537119315,1.75050387132839,0.0172580729094569,2.18328016078125,2.49539701720885,0.837659850707012,1.67628762577537,0.225282744205597,1.33454959408941
2004,0.279065927587525,0.152849700802632,0.344561327859399,2.27048645994831,0.0153087207144751,2.56886827972011,2.46001408336569,1.01344539199149,1.19920635592036,0.238712679839624,1.22755102639265
2005,0.289584159766697,0.107966092201598,0.26126515853661,2.53655421346685,0.0131177346554836,2.87156162078586,2.4853474596828,0.826611925899597,1.0307476655059,0.205851122316627,1.45990180012894
2006,0.283544318098039,0.136839979023375,0.409028344421516,2.72731064947539,0.00989425976883947,2.79989832359247,2.20936877038905,0.770555065372665,1.63055025294163,0.189155208593999,0.526085771637468
2007,0.236433776355858,0.145779092322,0.387310766251332,2.92123606021807,0.0102266707073334,2.90126801666654,2.01963907198945,0.824807418267508,1.6141676451577,0.301042991773182,0.088647857726257
2008,0.242586714804442,0.108858811472561,0.35481663853579,2.90084982070692,0.0049733637951784,2.400739907575,1.71306805181486,0.764323880643651,1.31216046380472,0.25299230325477,0.114113691552271
2009,0.263279977842786,0.0298839591988667,0.311943146696378,2.55482964776959,0.0073657327089246,1.97990414431082,0.964577077525516,0.674426535573558,1.43544191658105,0.23014968009843,0.376111559390486
2010,0.28247055024947,0.0263475945006278,0.385948484808907,2.40840759341078,0.00554290841360796,1.72046582654578,1.52526397840772,0.681282426469463,1.42048436082165,0.180502748826997,0.773304497371834
